Nota(duracao, frequencia, amplitude)
Nota(0.22782259,146.83238,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,130.81279,20.0)
Nota(0.45564517,146.83238,20.0)
Nota(0.34173387,146.83238,20.0)
Nota(0.11391129,146.83238,20.0)
Nota(0.22782259,146.83238,20.0)
Nota(0.22782259,195.99771,20.0)
Nota(0.22782259,174.61412,20.0)
Nota(0.45564517,146.83238,20.0)
Nota(0.34173387,146.83238,20.0)
Nota(0.11391129,146.83238,20.0)
Nota(0.22782259,146.83238,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,130.81279,20.0)
Nota(0.45564517,116.54094,20.0)
Nota(0.34173387,116.54094,20.0)
Nota(0.11391129,116.54094,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,110.0,20.0)
Nota(0.45564517,97.998856,20.0)
Nota(0.34173387,97.998856,20.0)
Nota(0.11391129,97.998856,20.0)
Nota(0.22782259,97.998856,20.0)
Nota(0.22782259,87.30706,20.0)
Nota(0.22782259,97.998856,20.0)
Nota(0.45564517,130.81279,20.0)
Nota(0.34173387,130.81279,20.0)
Nota(0.11391129,130.81279,20.0)
Nota(0.22782259,130.81279,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,130.81279,20.0)
Nota(0.45564517,110.0,20.0)
Nota(0.34173387,110.0,20.0)
Nota(0.11391129,110.0,20.0)
Nota(0.22782259,110.0,20.0)
Nota(0.22782259,97.998856,20.0)
Nota(0.22782259,110.0,20.0)
Nota(0.45564517,116.54094,20.0)
Nota(0.34173387,116.54094,20.0)
Nota(0.11391129,116.54094,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,110.0,20.0)
Nota(0.22782259,97.998856,20.0)
Nota(0.45564517,87.30706,20.0)
Nota(0.34173387,87.30706,20.0)
Nota(0.11391129,130.81279,20.0)
Nota(0.22782259,130.81279,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,130.81279,20.0)
Nota(0.45564517,146.83238,20.0)
Nota(0.34173387,146.83238,20.0)
Nota(0.11391129,146.83238,20.0)
Nota(0.22782259,146.83238,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,130.81279,20.0)
Nota(0.45564517,146.83238,20.0)
Nota(0.34173387,146.83238,20.0)
Nota(0.11391129,146.83238,20.0)
Nota(0.22782259,146.83238,20.0)
Nota(0.22782259,195.99771,20.0)
Nota(0.22782259,174.61412,20.0)
Nota(0.45564517,146.83238,20.0)
Nota(0.34173387,146.83238,20.0)
Nota(0.11391129,146.83238,20.0)
Nota(0.22782259,146.83238,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,130.81279,20.0)
Nota(0.45564517,146.83238,20.0)
Nota(0.34173387,146.83238,20.0)
Nota(0.11391129,146.83238,20.0)
Nota(0.22782259,146.83238,20.0)
Nota(0.22782259,195.99771,20.0)
Nota(0.22782259,174.61412,20.0)
Nota(0.45564517,146.83238,20.0)
Nota(0.34173387,146.83238,20.0)
Nota(0.11391129,146.83238,20.0)
Nota(0.22782259,146.83238,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,130.81279,20.0)
Nota(0.45564517,146.83238,20.0)
Nota(0.34173387,146.83238,20.0)
Nota(0.11391129,146.83238,20.0)
Nota(0.22782259,146.83238,20.0)
Nota(0.22782259,195.99771,20.0)
Nota(0.22782259,174.61412,20.0)
Nota(0.45564517,146.83238,20.0)
Nota(0.34173387,146.83238,20.0)
Nota(0.11391129,146.83238,20.0)
Nota(0.22782259,146.83238,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,130.81279,20.0)
Nota(0.45564517,146.83238,20.0)
Nota(0.34173387,146.83238,20.0)
Nota(0.11391129,146.83238,20.0)
Nota(0.22782259,146.83238,20.0)
Nota(0.22782259,195.99771,20.0)
Nota(0.22782259,174.61412,20.0)
Nota(0.45564517,146.83238,20.0)
Nota(0.34173387,146.83238,20.0)
Nota(0.11391129,146.83238,20.0)
Nota(0.22782259,146.83238,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,130.81279,20.0)
Nota(0.45564517,116.54094,20.0)
Nota(0.34173387,116.54094,20.0)
Nota(0.11391129,116.54094,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,110.0,20.0)
Nota(0.45564517,97.998856,20.0)
Nota(0.34173387,97.998856,20.0)
Nota(0.11391129,97.998856,20.0)
Nota(0.22782259,97.998856,20.0)
Nota(0.22782259,87.30706,20.0)
Nota(0.22782259,97.998856,20.0)
Nota(0.45564517,130.81279,20.0)
Nota(0.34173387,130.81279,20.0)
Nota(0.11391129,130.81279,20.0)
Nota(0.22782259,130.81279,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,130.81279,20.0)
Nota(0.45564517,146.83238,20.0)
Nota(0.34173387,146.83238,20.0)
Nota(0.11391129,146.83238,20.0)
Nota(0.22782259,146.83238,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,130.81279,20.0)
Nota(0.45564517,116.54094,20.0)
Nota(0.34173387,116.54094,20.0)
Nota(0.11391129,116.54094,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,110.0,20.0)
Nota(0.45564517,97.998856,20.0)
Nota(0.34173387,97.998856,20.0)
Nota(0.11391129,97.998856,20.0)
Nota(0.22782259,97.998856,20.0)
Nota(0.22782259,87.30706,20.0)
Nota(0.22782259,97.998856,20.0)
Nota(0.45564517,130.81279,20.0)
Nota(0.34173387,130.81279,20.0)
Nota(0.11391129,130.81279,20.0)
Nota(0.22782259,130.81279,20.0)
Nota(0.22782259,116.54094,20.0)
Nota(0.22782259,130.81279,20.0)
Nota(0.45564517,293.66476,20.0)
Nota(0.45564517,587.3295,20.0)
Nota(0.45564517,92.498604,20.0)
Nota(0.45564517,92.498604,20.0)
Nota(0.45564517,92.498604,20.0)
Nota(0.45564517,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.056955647,92.498604,20.0)
Nota(0.056955647,82.40689,20.0)
Nota(0.056955647,82.40689,20.0)
Nota(0.056955647,92.498604,20.0)
Nota(0.056955647,82.40689,20.0)
Nota(0.056955647,82.40689,20.0)
Nota(0.17086694,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.056955647,82.40689,20.0)
Nota(0.056955647,82.40689,20.0)
Nota(0.056955647,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,82.40689,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,65.406395,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.11391129,92.498604,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.11391129,82.40689,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
Nota(0.22782259,92.498604,20.0)
